"id","gender","partyAffiliation","partyMix","householdHead","householdRank","income","homeOwner","mailOrder","compOwner","educationLevel","donateReligion","donatePolitics","donateArts","donateAnimals","donateChild","donateHealth","donatePoverty","donateEnvironment","fec_01_02","fec_99_00","fec_97_98","fec_95_96","fec_93_94","fec_03_04","fec_05_06","dontPhone","ageD","cnt","gen90","pri90","oth90","gen91","pri91","oth91","gen92","ppp92","oth92","gen93","pri93","oth93","gen94","pri94","oth94","gen95","pri95","oth95","gen96","ppp96","oth96","gen97","pri97","oth97","gen98","pri98","oth98","gen99","pri99","oth99","gen00","ppp00","oth00","gen01","pri01","oth01","gen02","pri02","oth02","pri03","gen03","oth03","ppp04","oth04","gen04","cntEligible","percentAttended","ageY","pProb","pNodes","ageC","incC","eduC","pSegs"
"2633","M","R","noneD","H","1","D","D","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",12754,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",2,0.181818181818182,34.8927555263734,0.648661898948758,14,"(19.2,36.7]","35k-75k","secondary","12"
"2634","F","D","noneR","M","2","E","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",11377,10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","1","0","1","0","1",10,0.263157894736842,31.1255198073977,0.996063062344648,15,"(19.2,36.7]","35k-75k","secondary","13"
"2635","F","R","allR","M","2","F","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",16072,20,"1","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1",20,0.454545454545455,43.9702341869118,0.924069655523265,9,"(36.7,45.8]","> 75k","secondary","7"
"2636","F","U","noneRorD","H","1","C","A","1","1","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",23518,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1",5,0.113636363636364,64.3412125191508,0.906826942942825,14,"(54.2,108]","< 35k","secondary","12"
"2637","F","U","noneRorD","M","2","B","A","1","0","C","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","N",17807,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1",7,0.159090909090909,48.716896476253,0.959059205412804,15,"(45.8,54.2]","< 35k","secondary","13"
"2638","M","U","noneRorD","H","1","C","A","1","1","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",19093,18,"1","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1",18,0.409090909090909,52.2351718100241,0.998173991314945,14,"(45.8,54.2]","< 35k","secondary","12"
"2639","F","U","noneRorD","M","2","E","A","1","1","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",18702,14,"1","1","0","1","0","1","1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1",8,0.228571428571429,51.1654629021668,0.920749683523054,15,"(45.8,54.2]","35k-75k","secondary","13"
"2640","F","D","noneR","M","2","D","A","1","0","B","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","N",9662,10,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","1",9,0.346153846153846,26.4335740862333,0.986483777453591,15,"(19.2,36.7]","35k-75k","primary","13"
"2641","F","R","allR","M","2","F","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",13897,9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","1","0","1","0","1",9,0.204545454545455,38.01980739768,0.92072792538913,9,"(36.7,45.8]","> 75k","secondary","7"
"2642","F","U","noneRorD","M","2","D","A","1","0","B","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","N",14427,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1",2,0.142857142857143,39.4697964543664,0.951078311031958,15,"(36.7,45.8]","35k-75k","primary","13"
"2643","F","U","noneRorD","H","1","D","A","0","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",13804,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1",2,0.0526315789473684,37.7653753556577,0.648683801367234,14,"(36.7,45.8]","35k-75k","secondary","12"
"2644","M","U","noneRorD","H","1","E","A","1","0","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",13150,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,0.0454545454545455,35.9761435762749,0.296119220662556,14,"(19.2,36.7]","35k-75k","primary","12"
"2645","F","U","unknown","M","2","A","A","1","1","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",17410,19,"1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","1","0","1","1","1","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0",19,0.431818181818182,47.6307725979427,2.90070146547083e-12,4,"(45.8,54.2]","< 35k","primary","2"
"2646","M","D","allD","H","1","E","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",28883,18,"0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","1","1","1","0","1","0","0","1","1","0","1","1","0","1","0","1",18,0.409090909090909,79.0189319325892,0.843970414705037,8,"(54.2,108]","35k-75k","secondary","6"
"2647","M","U","noneRorD","H","1","E","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",12939,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1,0.0714285714285714,35.3988837820092,0.62869316326541,14,"(19.2,36.7]","35k-75k","secondary","12"
"2648","F","R","onlyRorD","H","1","E","D","1","0","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",15315,9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","1",9,0.204545454545455,41.8992120814183,0.950179782142205,9,"(36.7,45.8]","35k-75k","primary","7"
"2649","M","U","noneRorD","M","3+","F","A","1","0","E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",11385,4,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",4,0.105263157894737,31.1474064346684,0.537426348746881,12,"(19.2,36.7]","> 75k","postsec","10"
"2650","F","U","noneRorD","H","1","E","A","1","0","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",23555,6,"1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0.0384615384615385,64.442438170278,0.340072357547807,14,"(54.2,108]","35k-75k","primary","12"
"2651","F","U","noneRorD","M","3+","G","D","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",16172,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",2,0.181818181818182,44.243817027796,0.249907571036608,12,"(36.7,45.8]","> 75k","secondary","10"
"2652","F","R","allR","H","1","E","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",14936,13,"0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","1",13,0.295454545454545,40.8623331144671,0.949794657854957,9,"(36.7,45.8]","35k-75k","secondary","7"
"2653","M","U","noneR","M","2","D","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",14329,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1",3,0.272727272727273,39.2016852702998,0.944096609333462,15,"(36.7,45.8]","35k-75k","secondary","13"
"2654","F","D","noneR","M","2","D","A","1","1","B","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","Y",15912,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","1","1","1","1","0","1","0","1",14,0.318181818181818,43.532501641497,0.996974830866453,15,"(36.7,45.8]","35k-75k","primary","13"
"2655","M","U","noneR","M","3+","G","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",9599,6,"1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",3,0.130434782608696,26.2612168964763,0.647861252017692,12,"(19.2,36.7]","> 75k","secondary","10"
"2656","M","D","allD","H","1","D","A","0","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",15057,18,"0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1",18,0.409090909090909,41.193368351937,0.803212137296629,8,"(36.7,45.8]","35k-75k","secondary","6"
"2657","M","D","allD","M","2","E","A","1","0","E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",22614,20,"0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0","1","0","1",20,0.454545454545455,61.8680236375575,0.84504613340771,8,"(54.2,108]","35k-75k","postsec","6"
"2658","M","D","noneR","M","2","E","A","1","1","C","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","Y",20144,20,"0","0","0","1","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1",20,0.454545454545455,55.1105274677172,0.997067906925554,15,"(54.2,108]","35k-75k","secondary","13"
"2659","M","D","allD","M","2","C","A","1","1","C","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Y",18453,16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","0","1","0","1",16,0.363636363636364,50.4842416283651,0.82881282529477,8,"(45.8,54.2]","< 35k","secondary","6"
"2660","F","U","noneRorD","M","3+","I","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",8018,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,21.9358721820967,0.468956299827773,12,"(19.2,36.7]","> 75k","secondary","10"
"2661","M","U","noneRorD","H","1","E","A","1","1","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",29295,6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1",6,0.136363636363636,80.1460932370322,0.83545578581925,14,"(54.2,108]","35k-75k","primary","12"
"2662","M","D","allD","H","1","L","A","1","1","B","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",24118,25,"1","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","1","1","1","0","1","0","1","1","1","0","1","0","0","1","1","0","0","1","1","1","0","1",20,0.571428571428571,65.9827095644561,0.724253019492238,10,"(54.2,108]","> 75k","primary","8"
"2663","M","U","noneRorD","H","1","C","A","0","1","B","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","N",15153,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",1,0.125,41.4560078791858,0.696534687896649,14,"(36.7,45.8]","< 35k","primary","12"
"2664","F","R","noneD","M","2","D","A","1","0","B","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","N",16156,14,"0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","1",14,0.318181818181818,44.2000437732545,0.983780000484314,15,"(36.7,45.8]","35k-75k","primary","13"
"2665","M","U","noneRorD","H","1","E","D","1","0","D","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Y",18334,8,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1",8,0.181818181818182,50.1586780477128,0.841950166292556,14,"(45.8,54.2]","35k-75k","secondary","12"
"2666","F","D","allD","H","1","E","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",15642,13,"0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1",13,0.295454545454545,42.7938279711097,0.932605088485509,8,"(36.7,45.8]","35k-75k","secondary","6"
"2667","F","R","allR","H","1","G","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",24144,10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","1",10,0.227272727272727,66.053841103086,0.933936219966408,9,"(54.2,108]","> 75k","secondary","7"
"2668","M","U","noneRorD","M","2","E","A","0","0","E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",14790,6,"1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0,0,40.4629021667761,0.516882228156509,15,"(36.7,45.8]","35k-75k","postsec","13"
"2669","M","R","noneD","M","2","D","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",18310,12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1",12,0.272727272727273,50.0930181659006,0.99710261553975,15,"(45.8,54.2]","35k-75k","secondary","13"
"2670","F","U","noneR","M","2","D","A","1","0","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",19945,11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1",11,0.379310344827586,54.5660976143576,0.985650446354085,15,"(54.2,108]","35k-75k","primary","13"
"2671","F","U","noneD","M","2","G","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",13818,13,"0","0","0","0","1","0","1","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","1",12,0.315789473684211,37.8036769533815,0.983740109270732,15,"(36.7,45.8]","> 75k","secondary","13"
"2672","F","R","noneD","H","1","E","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",15808,18,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","1","0","1","1","0","0","1","0","0","1","1","1","1","0","0","1","1","0","0","1","1","1","0","1",18,0.439024390243902,43.2479754869775,0.997957949751496,14,"(36.7,45.8]","35k-75k","secondary","12"
"2673","M","U","noneRorD","H","1","D","A","1","1","B","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Y",23107,19,"1","0","0","1","0","1","1","1","0","1","0","1","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1",19,0.431818181818182,63.2167870431167,0.683375795941365,14,"(54.2,108]","35k-75k","primary","12"
"2674","F","U","noneRorD","H","1","E","A","1","0","D","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","Y",17989,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",2,0.142857142857143,49.2148172466623,0.915497326193919,14,"(45.8,54.2]","35k-75k","secondary","12"
"2675","M","D","allD","H","1","D","A","1","0","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",14861,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","0","1","1","0","0","0","1",7,0.5,40.6571459838039,0.815610482046426,10,"(36.7,45.8]","35k-75k","primary","8"
"2676","F","U","noneRorD","H","1","G","A","1","0","E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",13086,7,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","1",7,0.184210526315789,35.801050558109,0.887310585649005,14,"(19.2,36.7]","> 75k","postsec","12"
"2677","M","U","noneD","H","1","I","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",14371,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1",4,0.2,39.3165900634712,0.898880239169001,14,"(36.7,45.8]","> 75k","secondary","12"
"2678","F","D","noneR","M","3+","B","A","1","1","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",7817,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1",3,0.272727272727273,21.3859706719195,0.967563118668356,12,"(19.2,36.7]","< 35k","primary","10"
"2679","M","R","noneD","M","2","E","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",17100,12,"0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1",12,0.272727272727273,46.7826657912016,0.92586129219433,15,"(45.8,54.2]","35k-75k","secondary","13"
"2680","M","U","noneRorD","M","2","F","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",7758,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0,0,21.2245567957978,0.369152888575389,15,"(19.2,36.7]","> 75k","secondary","13"
"2681","F","R","allR","H","1","D","A","1","1","C","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","N",15384,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1",5,0.113636363636364,42.0879842416284,0.950249180559617,9,"(36.7,45.8]","35k-75k","secondary","7"
"2682","M","U","noneRorD","H","1","C","A","1","0","B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","U",13998,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,38.2961260669731,0.313525890862721,14,"(36.7,45.8]","< 35k","primary","12"
"2683","M","U","noneRorD","H","1","D","1","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",14603,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,39.9513022543226,0.324714721150104,14,"(36.7,45.8]","35k-75k","secondary","12"
"2684","F","U","unknown","H","1","I","A","1","0","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",19402,19,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","1","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","0","0",19,0.431818181818182,53.0805427883563,2.90070146547075e-12,4,"(45.8,54.2]","> 75k","secondary","2"
"2685","M","U","unknown","M","3+","I","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",8133,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",2,0.142857142857143,22.2504924491136,2.90070146546967e-12,3,"(19.2,36.7]","> 75k","secondary","2"
"2686","M","R","noneD","H","1","B","A","1","0","B","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","N",28071,19,"1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1",19,0.431818181818182,76.7974392646093,0.996726020380958,14,"(54.2,108]","< 35k","primary","12"
"2687","F","D","noneR","M","2","F","A","1","1","C","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","N",17144,20,"1","0","0","0","1","1","1","0","0","1","0","0","1","0","1","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1",20,0.454545454545455,46.9030422411906,0.997065663623022,15,"(45.8,54.2]","> 75k","secondary","13"
"2688","M","R","allR","H","1","G","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",19023,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","0","0","1",14,0.318181818181818,52.0436638214051,0.864127357653583,9,"(45.8,54.2]","> 75k","secondary","7"
"2689","M","D","allD","M","2","E","A","1","1","D","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Y",20232,16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","0","1","1","0","0","1","0","1","0","1",16,0.363636363636364,55.3512803676953,0.837572855239761,8,"(54.2,108]","35k-75k","secondary","6"
"2690","M","U","unknown","M","2","B","A","1","1","D","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",20529,23,"1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","1","0","1","0","1","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","0",23,0.522727272727273,56.1638214051215,2.90070146547081e-12,4,"(54.2,108]","< 35k","secondary","2"
"2691","M","R","unknown","M","2","B","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","U",12257,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0",5,0.454545454545455,33.5330488071788,2.9007014654704e-12,4,"(19.2,36.7]","< 35k","secondary","2"
"2692","F","U","noneRorD","M","2","G","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",14085,7,"0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1",7,0.184210526315789,38.5341431385424,0.943426277985439,15,"(36.7,45.8]","> 75k","secondary","13"
"2693","M","U","unknown","M","3+","D","A","1","0","D","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","U",12360,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,0.0909090909090909,33.8148391332896,2.90070146546958e-12,3,"(19.2,36.7]","35k-75k","secondary","2"
"2694","F","D","allD","H","1","D","A","1","1","D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",12722,11,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0",9,0.391304347826087,34.8052090172904,0.77742369228007,8,"(19.2,36.7]","35k-75k","secondary","6"
"2695","M","U","noneRorD","H","1","D","A","1","0","C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",20798,8,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1",8,0.181818181818182,56.8997592471,0.915312424273549,14,"(54.2,108]","35k-75k","secondary","12"
"2696","M","R","onlyRorD","H","1","F","A","1","1","D","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","N",16483,18,"0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1",18,0.409090909090909,45.0946596629459,0.929702080770025,9,"(36.7,45.8]","> 75k","secondary","7"
"2697","M","U","unknown","H","1","I","A","1","1","E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",8940,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,24.4583059750492,2.90070146546955e-12,3,"(19.2,36.7]","> 75k","postsec","2"
"2698","M","D","noneR","H","1","B","A","1","1","E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N",20531,15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","1",15,0.340909090909091,56.1692930619392,0.998163110192068,14,"(54.2,108]","< 35k","postsec","12"
